iter	Logloss
1514	0.1439030727
1515	0.1438175422
1516	0.143817383
1517	0.1437864379
1518	0.143601195
1519	0.1435001595
1520	0.1434115797
1521	0.1433031862
1522	0.1431994774
1523	0.1429479769
1524	0.142876511
1525	0.1428196957
1526	0.1427357391
1527	0.142647659
1528	0.1425437697
1529	0.1424069693
1530	0.1422195637
1531	0.1420654883
1532	0.1420616426
1533	0.1419724257
1534	0.1418822786
1535	0.1418443457
1536	0.1417351251
1537	0.1416203121
1538	0.1416204864
1539	0.1414724045
1540	0.1412948866
1541	0.1410914992
1542	0.1410104766
1543	0.1408998859
1544	0.1407799302
1545	0.1407057795
1546	0.1406527098
1547	0.1406028042
1548	0.1405008604
1549	0.1404309191
1550	0.140372348
1551	0.1403197105
1552	0.1402685426
1553	0.1401465618
1554	0.1401070967
1555	0.140021835
1556	0.1399342586
1557	0.1398196243
1558	0.1396452643
1559	0.1394490089
1560	0.1394064865
1561	0.1393920669
1562	0.1393090656
1563	0.139223317
1564	0.139087013
1565	0.1389716001
1566	0.1387841805
1567	0.1386335296
1568	0.1385289915
1569	0.1384068017
1570	0.138234069
1571	0.1380717621
1572	0.137926922
1573	0.1378872818
1574	0.1377632721
1575	0.137673828
1576	0.1375860878
1577	0.1373750301
1578	0.1372889365
1579	0.1371521903
1580	0.1371522393
1581	0.1369506602
1582	0.1369373107
1583	0.1368410146
1584	0.1367887811
1585	0.1367459151
1586	0.1366579305
1587	0.1366279523
1588	0.1366278169
1589	0.1366197239
1590	0.136466152
1591	0.1364661166
1592	0.1364344921
1593	0.1364000533
1594	0.1363585216
1595	0.1363491684
1596	0.1362119952
1597	0.1361647242
1598	0.1360947763
1599	0.1360551342
1600	0.1359487851
1601	0.1356498779
1602	0.135483525
1603	0.1352993985
1604	0.1352517241
1605	0.135251626
1606	0.1350899795
1607	0.1350238938
1608	0.1348425074
1609	0.1347324582
1610	0.1347175681
1611	0.1346047227
1612	0.1345931703
1613	0.1345242384
1614	0.134343602
1615	0.1341382505
1616	0.1341109308
1617	0.1338792351
1618	0.1337789243
1619	0.1337789498
1620	0.1336557704
1621	0.1335500647
1622	0.1334405308
1623	0.1333478158
1624	0.1333478418
1625	0.1332050739
1626	0.1330699097
1627	0.1329800458
1628	0.1328871675
1629	0.1327394301
1630	0.1326195743
1631	0.1326121038
1632	0.1326121656
1633	0.132612303
1634	0.1325661685
1635	0.1324777317
1636	0.1324164309
1637	0.1323542178
1638	0.1321992944
1639	0.1321241149
1640	0.1318997006
1641	0.1318403734
1642	0.1318094136
1643	0.1317505922
1644	0.1316869566
1645	0.1316868937
1646	0.1316008103
1647	0.1315332546
1648	0.1314703545
1649	0.1314010865
